LOCATION,Country,TIME,Time,PowerCode,Reference.Period.Code,Reference.Period,Value,time
CHL,Chile,2015-01,Jan-2015,Units,2015_100,2015=100,97.58028,2015-01-01
CHL,Chile,2015-02,Feb-2015,Units,2015_100,2015=100,97.92894,2015-02-01
CHL,Chile,2015-03,Mar-2015,Units,2015_100,2015=100,98.53909,2015-03-01
CHL,Chile,2015-04,Apr-2015,Units,2015_100,2015=100,99.11655,2015-04-01
CHL,Chile,2015-05,May-2015,Units,2015_100,2015=100,99.29089,2015-05-01
CHL,Chile,2015-06,Jun-2015,Units,2015_100,2015=100,99.77029,2015-06-01
CHL,Chile,2015-07,Jul-2015,Units,2015_100,2015=100,100.1843,2015-07-01
CHL,Chile,2015-08,Aug-2015,Units,2015_100,2015=100,100.8707,2015-08-01
CHL,Chile,2015-09,Sep-2015,Units,2015_100,2015=100,101.3828,2015-09-01
CHL,Chile,2015-10,Oct-2015,Units,2015_100,2015=100,101.7969,2015-10-01
CHL,Chile,2015-11,Nov-2015,Units,2015_100,2015=100,101.7642,2015-11-01
CHL,Chile,2015-12,Dec-2015,Units,2015_100,2015=100,101.7751,2015-12-01
CHL,Chile,2016-01,Jan-2016,Units,2015_100,2015=100,102.2545,2016-01-01
CHL,Chile,2016-02,Feb-2016,Units,2015_100,2015=100,102.5378,2016-02-01
CHL,Chile,2016-03,Mar-2016,Units,2015_100,2015=100,102.93,2016-03-01
CHL,Chile,2016-04,Apr-2016,Units,2015_100,2015=100,103.2677,2016-04-01
CHL,Chile,2016-05,May-2016,Units,2015_100,2015=100,103.4966,2016-05-01
CHL,Chile,2016-06,Jun-2016,Units,2015_100,2015=100,103.9651,2016-06-01
CHL,Chile,2016-07,Jul-2016,Units,2015_100,2015=100,104.2157,2016-07-01
CHL,Chile,2016-08,Aug-2016,Units,2015_100,2015=100,104.2701,2016-08-01
CHL,Chile,2016-09,Sep-2016,Units,2015_100,2015=100,104.5207,2016-09-01
CHL,Chile,2016-10,Oct-2016,Units,2015_100,2015=100,104.6951,2016-10-01
CHL,Chile,2016-11,Nov-2016,Units,2015_100,2015=100,104.7495,2016-11-01
CHL,Chile,2016-12,Dec-2016,Units,2015_100,2015=100,104.5316,2016-12-01
CHL,Chile,2017-01,Jan-2017,Units,2015_100,2015=100,105.0982,2017-01-01
CHL,Chile,2017-02,Feb-2017,Units,2015_100,2015=100,105.3488,2017-02-01
CHL,Chile,2017-03,Mar-2017,Units,2015_100,2015=100,105.7519,2017-03-01
CHL,Chile,2017-04,Apr-2017,Units,2015_100,2015=100,106.0134,2017-04-01
CHL,Chile,2017-05,May-2017,Units,2015_100,2015=100,106.1442,2017-05-01
CHL,Chile,2017-06,Jun-2017,Units,2015_100,2015=100,105.7301,2017-06-01
CHL,Chile,2017-07,Jul-2017,Units,2015_100,2015=100,105.9807,2017-07-01
CHL,Chile,2017-08,Aug-2017,Units,2015_100,2015=100,106.1986,2017-08-01
CHL,Chile,2017-09,Sep-2017,Units,2015_100,2015=100,106.0352,2017-09-01
CHL,Chile,2017-10,Oct-2017,Units,2015_100,2015=100,106.6563,2017-10-01
CHL,Chile,2017-11,Nov-2017,Units,2015_100,2015=100,106.7543,2017-11-01
CHL,Chile,2017-12,Dec-2017,Units,2015_100,2015=100,106.9069,2017-12-01
CHL,Chile,2018-01,Jan-2018,Units,2015_100,2015=100,107.3971,2018-01-01
CHL,Chile,2018-02,Feb-2018,Units,2015_100,2015=100,107.4516,2018-02-01
CHL,Chile,2018-03,Mar-2018,Units,2015_100,2015=100,107.6695,2018-03-01
CHL,Chile,2018-04,Apr-2018,Units,2015_100,2015=100,108.0073,2018-04-01
CHL,Chile,2018-05,May-2018,Units,2015_100,2015=100,108.3124,2018-05-01
CHL,Chile,2018-06,Jun-2018,Units,2015_100,2015=100,108.4213,2018-06-01
CHL,Chile,2018-07,Jul-2018,Units,2015_100,2015=100,108.8027,2018-07-01
CHL,Chile,2018-08,Aug-2018,Units,2015_100,2015=100,108.9988,2018-08-01
CHL,Chile,2018-09,Sep-2018,Units,2015_100,2015=100,109.3692,2018-09-01
CHL,Chile,2018-10,Oct-2018,Units,2015_100,2015=100,109.7615,2018-10-01
CHL,Chile,2018-11,Nov-2018,Units,2015_100,2015=100,109.7615,2018-11-01
CHL,Chile,2018-12,Dec-2018,Units,2015_100,2015=100,109.6525,2018-12-01
CHL,Chile,2019-01,Jan-2019,Units,2015_100,2015=100,109.7724,2019-01-01
CHL,Chile,2019-02,Feb-2019,Units,2015_100,2015=100,109.816,2019-02-01
CHL,Chile,2019-03,Mar-2019,Units,2015_100,2015=100,110.3389,2019-03-01
CHL,Chile,2019-04,Apr-2019,Units,2015_100,2015=100,110.6331,2019-04-01
CHL,Chile,2019-05,May-2019,Units,2015_100,2015=100,111.2977,2019-05-01
CHL,Chile,2019-06,Jun-2019,Units,2015_100,2015=100,111.3522,2019-06-01
CHL,Chile,2019-07,Jul-2019,Units,2015_100,2015=100,111.6028,2019-07-01
CHL,Chile,2019-08,Aug-2019,Units,2015_100,2015=100,111.8098,2019-08-01
CHL,Chile,2019-09,Sep-2019,Units,2015_100,2015=100,111.8207,2019-09-01
CHL,Chile,2019-10,Oct-2019,Units,2015_100,2015=100,112.736,2019-10-01
CHL,Chile,2019-11,Nov-2019,Units,2015_100,2015=100,112.8231,2019-11-01
CHL,Chile,2019-12,Dec-2019,Units,2015_100,2015=100,112.943,2019-12-01
CHL,Chile,2020-01,Jan-2020,Units,2015_100,2015=100,113.5749,2020-01-01
CHL,Chile,2020-02,Feb-2020,Units,2015_100,2015=100,114.087,2020-02-01
CHL,Chile,2020-03,Mar-2020,Units,2015_100,2015=100,114.4683,2020-03-01
CHL,Chile,2020-04,Apr-2020,Units,2015_100,2015=100,114.4139,2020-04-01
CHL,Chile,2020-05,May-2020,Units,2015_100,2015=100,114.3594,2020-05-01
CHL,Chile,2020-06,Jun-2020,Units,2015_100,2015=100,114.2831,2020-06-01
CHL,Chile,2020-07,Jul-2020,Units,2015_100,2015=100,114.3921,2020-07-01
CHL,Chile,2020-08,Aug-2020,Units,2015_100,2015=100,114.5446,2020-08-01
CHL,Chile,2020-09,Sep-2020,Units,2015_100,2015=100,115.2746,2020-09-01
CHL,Chile,2020-10,Oct-2020,Units,2015_100,2015=100,116.0591,2020-10-01
CHL,Chile,2020-11,Nov-2020,Units,2015_100,2015=100,115.9066,2020-11-01
